ref_num_code,cndn_code,msg_data_element_name,data_format,data_element_code,data_element_chk_ind,fixed_val,ignore_record_ind,sort_seq_num,msg_id,msg_typ,msg_ver,rmk,msg_std_code,def_msg_ind,cre_datt_bu,cre_by,mod_datt_bu,mod_by,txn_id,ver_id,eix_id,par_fmtr_ind,,,,
20,O,Status Details ARR,,,,,N,438,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
20.1,M,Status Code ARR,aaa,400,,ARR,N,439,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
20.2,M,Separator,Slant,,,,N,440,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
20.3,M,Movement Detail ARR,,,,,N,441,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
20.3.1,O,Carrier Code,mm,312,,,N,442,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
20.3.2,O,Flight Number,nnn(n)(a),800,,,N,443,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
20.3.3,M,Separator,Slant,,,,N,444,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
20.3.4,M,Day of Scheduled Arrival,nn,202,,,N,445,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
20.3.5,M,Month of Scheduled Arrival,aaa,201,,,N,446,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
20.3.6,O,Actual Time,nnnn,203,,,N,447,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
20.3.7,O,Separator,Hyphen,,,,N,448,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
20.3.8,O,Day Change Indicator,a,205,,,N,449,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
20.3.9,M,Separator,Slant,,,,N,450,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
20.3.10,M,Airport Code of Arrival,aaa,313,,,N,451,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
20.4,M,Quantity Detail ARR,,,,,N,452,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
20.4.1,M,Separator,Slant,,,,N,453,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
20.4.2,M,Shipment Description Code,a,703,Y,,N,454,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
20.4.3,M,Number of Pieces,n[...4],701,,,N,455,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
20.4.4,O,Weight Code,a,601,Y,,N,456,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
20.4.5,O,Weight,n[...7]p,600,,,N,457,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
20.5,O,Separator,Slant,,,,N,458,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
20.6,O,Time of Departure Information ARR,,,,,N,459,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
20.6.1,M,Type of Time Indicator,a,206,,,N,460,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
20.6.2,M,Time,nnnn,203,,,N,461,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
20.6.3,O,Separator,Hyphen,,,,N,462,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
20.6.4,O,Day Change Indicator,a,205,,,N,463,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
20.7,O,Separator,Slant,,,,N,464,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
20.8,O,Time of Arrival Information ARR,,,,,N,465,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
20.8.1,M,Type of Time Indicator,a,206,,,N,466,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
20.8.2,M,Time,nnnn,203,,,N,467,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
20.8.3,O,Separator,Hyphen,,,,N,468,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
20.8.4,O,Day Change Indicator,a,205,,,N,469,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
20.9,M,Separator,CRLF,,,,N,470,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
21,O,Status Details AWR,,,,,N,471,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
21.1,M,Status Code AWR,aaa,400,,AWR,N,472,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
21.2,M,Separator,Slant,,,,N,473,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
21.3,M,Movement Detail AWR,,,,,N,474,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
21.3.1,O,Carrier Code,mm,312,,,N,475,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
21.3.2,O,Flight Number,nnn(n)(a),800,,,N,476,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
21.3.3,M,Separator,Slant,,,,N,477,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
21.3.4,M,Day of Scheduled Arrival,nn,202,,,N,478,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
21.3.5,M,Month of Scheduled Arrival,aaa,201,,,N,479,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
21.3.6,O,Actual Time,nnnn,203,,,N,480,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
21.3.7,O,Separator,Hyphen,,,,N,481,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
21.3.8,O,Day Change Indicator,a,205,,,N,482,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
21.3.9,M,Separator,Slant,,,,N,483,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
21.3.10,M,Airport Code of Arrival,aaa,313,,,N,484,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
21.4,M,Quantity Detail AWR,,,,,N,485,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
21.4.1,M,Separator,Slant,,,,N,486,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
21.4.2,M,Shipment Description Code,a,703,Y,,N,487,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
21.4.3,M,Number of Pieces,n[...4],701,,,N,488,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
21.4.4,O,Weight Code,a,601,Y,,N,489,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
21.4.5,O,Weight,n[...7]p,600,,,N,490,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
21.5,O,Separator,Slant,,,,N,491,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
21.6,O,Time of Departure Information AWR,,,,,N,492,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
21.6.1,M,Type of Time Indicator,a,206,,,N,493,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
21.6.2,M,Time,nnnn,203,,,N,494,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
21.6.3,O,Separator,Hyphen,,,,N,495,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
21.6.4,O,Day Change Indicator,a,205,,,N,496,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
21.7,O,Separator,Slant,,,,N,497,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
21.8,O,Time of Arrival Information AWR,,,,,N,498,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
21.8.1,M,Type of Time Indicator,a,206,,,N,499,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
21.8.2,M,Time,nnnn,203,,,N,500,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
21.8.3,O,Separator,Hyphen,,,,N,501,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
21.8.4,O,Day Change Indicator,a,205,,,N,502,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
21.9,M,Separator,CRLF,,,,N,503,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
22,O,Status Details FOH,,,,,N,504,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
22.1,M,Status Code FOH,aaa,400,,FOH,N,505,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
22.2,M,Separator,Slant,,,,N,506,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
22.3,M,Movement Detail FOH,,,,,N,507,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
22.3.1,M,Day of Receipt,nn,202,,,N,508,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
22.3.2,M,Month of Receipt,aaa,201,,,N,509,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
22.3.3,O,Actual Time,nnnn,203,,,N,510,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
22.3.4,M,Separator,Slant,,,,N,511,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
22.3.5,M,Airport Code of Receipt,aaa,313,,,N,512,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
22.4,M,Quantity Detail FOH,,,,,N,513,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
22.4.1,M,Separator,Slant,,,,N,514,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
22.4.2,M,Shipment Description Code,a,703,Y,,N,515,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
22.4.3,M,Number of Pieces,n[...4],701,,,N,516,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
22.4.4,O,Weight Code,a,601,Y,,N,517,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
22.4.5,O,Weight,n[...7]p,600,,,N,518,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
22.5,O,Received from Detail,,,,,N,519,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
22.5.1,M,Separator,Slant,,,,N,520,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
22.5.2,M,Name,t[...35],300,,,N,521,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
22.6,M,Separator,CRLF,,,,N,522,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
22.7,O,Separator,Slant,,,,N,523,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
22.8,O,Volume Detail,,,,,N,524,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
22.8.1,M,Volume Code,aa,604,Y,,N,525,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
22.8.2,M,Volume Amount,n[...9]p,500,,,N,526,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
22.9,O,Density Group,,,,,N,527,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
22.9.1,M,Density Indicator,aa,603,,DG,N,528,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
22.9.2,M,Density Group,n[...2],602,,,N,529,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
22.10,O,Separator,CRLF,,,,N,530,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
23,O,Other Customs Info,,,,,N,531,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
23.1,M,Line Identifier OCI,aaa,103,,OCI,N,532,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
23.2,M,Separator,Slant,,,,N,533,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
23.3,O,ISO Country Code,aa,304,,,N,534,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
23.4,M,Separator,Slant,,,,N,535,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
23.5,O,Information Identifier,aaa,103,,,N,536,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
23.6,M,Separator,Slant,,,,N,537,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
23.7,M,Customs Information,,,,,N,538,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
23.7.1,M,Customs Information Identifier,a[...2],941,,,N,539,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
23.8,M,Separator,Slant,,,,N,540,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
23.9,M,Supplementary Customs  Information,t[...35],940,,,N,541,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
23.10,M,Separator,CRLF,,,,N,542,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
24,O,ULD Description,,,,,N,543,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
24.1,M,Line Identifier,aaa,103,,ULD,N,544,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
24.2,M,Separator,Slant,,,,N,545,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
24.3,M,ULD Identification,,,,,N,546,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
24.3.1,M,ULD Type,amm,802,,,N,547,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
24.3.2,M,ULD Serial Number,mnnn(n),115,,,N,548,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
24.3.3,M,ULD Owner Code,mm,801,,,N,549,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
24.4,O,ULD Position Information,,,,,N,550,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
24.4.1,M,Separator,Hyphen,,,,N,551,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
24.4.2,M,ULD Loading Indicator,a,811,,,N,552,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
24.5,O,Separator,CRLF,,,,N,553,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
25,O,Other Service Information,,,,,N,554,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
25.1,M,Line Identifier,aaa,103,,OSI,N,555,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
25.2,M,OSI Details,,,,,N,556,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
25.2.1,M,Separator,Slant,,,,N,557,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
25.2.2,M,Other Service Information,t[...65],405,,,N,558,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
25.2.3,M,Separator,CRLF,,,,N,559,47,FSU,14,FSU Message 14,CargoIMP,Y,01-FEB-14 11.45.53.0000000 AM,SYSTEM,,,1,,1,B,,,,
